word,assigned_level,short_reason,sources,difficulty_score
Invaluable,level4,"frequency: low‑frequency, high‑level vocabulary | concept: highly nuanced or abstract | structure: built with “in-” and “-able”, so it is longer and more complex | nuance: meaning can be delicate and context‑dependent",TrickyList2024,3.5
Irascible,level4,"frequency: rare; mainly found in advanced or academic texts | concept: subtle meaning that depends strongly on context | structure: contains common affixes (“ir-”, “-ible”), which adds complexity | nuance: meaning can be",ExamNinja,3.25
Irate,level1,"frequency: often heard and read by children; concept: simple meaning tied to everyday situations; structure: uses “ir-” at the start, so pupils must unpack the prefix; nuance: usually literal and unambiguous",TrickyList2024,1.75
Ironic,level2,"frequency: seen regularly, though slightly less everyday | concept: moderately abstract compared with basic words | structure: built with “ir-” and “-ic”, so it is longer and more complex | nuance: can be used figurative",TrickyList2024|ExamNinja,2.5
Irrational,level4,"frequency: rare; mainly found in advanced or academic texts | concept: sophisticated idea that needs careful interpretation | structure: has a prefix (“ir-”) and a suffix (“-al”), making it multi-part | nuance: strong co",ExamNinja,3.5
Irrelevant,level4,"frequency: low‑frequency, high‑level vocabulary; concept: highly nuanced or abstract; structure: uses “ir-” at the start, so pupils must unpack the prefix; nuance: strong connotation and precise usage expected",ExamNinja,3.5
Irreproachable,level4,"frequency: uncommon and quite formal — concept: highly nuanced or abstract — structure: contains common affixes (“ir-”, “-able”), which adds complexity — nuance: meaning can be delicate and context‑dependent",ExamNinja,3.5
Irresolute,level4,"frequency: rare; mainly found in advanced or academic texts — concept: highly nuanced or abstract — structure: prefixed with “ir-”, making the form less straightforward — nuance: strong connotation and precise usage expe",ExamNinja,3.25
Irreverence,level4,"frequency: rare; mainly found in advanced or academic texts | concept: sophisticated idea that needs careful interpretation | structure: contains common affixes (“ir-”, “-ence”), which adds complexity | nuance: strong co",ExamNinja,4.0
Irreverent,level4,"frequency: uncommon and quite formal; concept: sophisticated idea that needs careful interpretation; structure: includes the prefix “ir-”, changing the base meaning; nuance: meaning can be delicate and context‑dependent",11PlusSuccess2019-2020|ExamNinja,3.5
Isolation,level4,frequency: rare; mainly found in advanced or academic texts; concept: highly nuanced or abstract; structure: “-tion” ending makes it more multi-syllable; nuance: strong connotation and precise usage expected,11PlusGuideY5-6|ExamNinja,3.5
Jabber,level1,"frequency: very common in everyday speech; concept: simple meaning tied to everyday situations; structure: has the suffix “-er”, which often appears in formal vocabulary; nuance: meaning is rarely confused",TrickyList2024,2.0
Jargon,level1,frequency: very common in everyday speech; concept: simple meaning tied to everyday situations; structure: short and simple in form; nuance: used in a straightforward way,ExamNinja,2.0
Jeopardy,level3,"frequency: relatively uncommon outside reading and lessons — concept: precise meaning used in careful writing — structure: not difficult to spell, but longer than everyday words — nuance: used for precise shades of meani",TrickyList2024,2.75
Jewel,level1,"frequency: often heard and read by children; concept: easy, straightforward idea; structure: short and simple in form; nuance: usually literal and unambiguous",ExamNinja,1.75
Jittery,level2,frequency: fairly common in books and schoolwork; concept: understandable but can vary by context; structure: medium length with more to sound out; nuance: sometimes overlaps with similar words,TrickyList2024,2.25
Jocular,level2,"frequency: seen regularly, though slightly less everyday; concept: mostly clear, with a slightly broader meaning; structure: longer spelling and likely more syllables; nuance: can be used figuratively as well as literall",ExamNinja,2.25
Jovial,level1,frequency: high‑use everyday word | concept: clear and concrete | structure: “-ial” ending makes it more multi-syllable | nuance: usually literal and unambiguous,TrickyList2024|11PlusSuccess2019-2020|ExamNinja,2.0
Joyous,level1,frequency: very common in everyday speech | concept: simple meaning tied to everyday situations | structure: “-ous” ending makes it more multi-syllable | nuance: used in a straightforward way,ExamNinja,2.0
Judicious,level3,frequency: relatively uncommon outside reading and lessons; concept: precise meaning used in careful writing; structure: “-ous” ending makes it more multi-syllable; nuance: often used in a particular register (formal/pre,ExamNinja,3.0
Justification,level4,"frequency: rare; mainly found in advanced or academic texts — concept: sophisticated idea that needs careful interpretation — structure: has the suffix “-tion”, which often appears in formal vocabulary — nuance: subtle r",ExamNinja,4.0
Juxtapose,level3,"frequency: more bookish and not used daily — concept: abstract or specialised idea — structure: not difficult to spell, but longer than everyday words — nuance: often used in a particular register (formal/precise)",ExamNinja,2.75
Kindle,level1,frequency: high‑use everyday word | concept: simple meaning tied to everyday situations | structure: few syllables and easy to decode | nuance: usually literal and unambiguous,ExamNinja,2.0
Kowtow,level1,frequency: high‑use everyday word — concept: simple meaning tied to everyday situations — structure: few syllables and easy to decode — nuance: meaning is rarely confused,ExamNinja,2.0
Labyrinth,level3,frequency: relatively uncommon outside reading and lessons | concept: precise meaning used in careful writing | structure: longer spelling and likely more syllables | nuance: can be confused with near‑synonyms if used lo,ExamNinja,2.75
Laconic,level2,"frequency: seen regularly, though slightly less everyday | concept: understandable but can vary by context | structure: ends with “-ic”, a common but longer word ending | nuance: meaning shifts slightly across contexts",ExamNinja,2.25
Lament,level1,"frequency: often heard and read by children — concept: easy, straightforward idea — structure: compact spelling with no tricky affixes — nuance: used in a straightforward way","11PlusGuideY5-6,TrickyList2024|11PlusSuccess2019-2020|ExamNinja",2.0
Languid,level1,"frequency: high‑use everyday word — concept: easy, straightforward idea — structure: longer spelling and likely more syllables — nuance: usually literal and unambiguous",TrickyList2024,2.0
Languish,level3,frequency: more bookish and not used daily; concept: more nuanced than a simple everyday term; structure: longer spelling and likely more syllables; nuance: often used in a particular register (formal/precise),11PlusSuccess2019-2020|ExamNinja,2.75
Lassitude,level3,frequency: less common; often appears in formal writing | concept: abstract or specialised idea | structure: longer spelling and likely more syllables | nuance: often used in a particular register (formal/precise),ExamNinja,3.0
Lavish,level1,frequency: very common in everyday speech — concept: clear and concrete — structure: few syllables and easy to decode — nuance: used in a straightforward way,"11PlusGuideY5-6,TrickyList2024|11PlusSuccess2019-2020|ExamNinja",2.0
Legacy,level2,"frequency: common, but not constant in daily talk — concept: understandable but can vary by context — structure: longer spelling and likely more syllables — nuance: meaning shifts slightly across contexts",ExamNinja,2.5
Lenient,level1,frequency: very common in everyday speech | concept: simple meaning tied to everyday situations | structure: longer spelling and likely more syllables | nuance: used in a straightforward way,"11PlusGuideY5-6,TrickyList2024|11PlusSuccess2019-2020|ExamNinja",2.0
Lethargic,level3,"frequency: less common; often appears in formal writing; concept: abstract or specialised idea; structure: has the suffix “-ic”, which often appears in formal vocabulary; nuance: used for precise shades of meaning",TrickyList2024|11PlusSuccess2019-2020|ExamNinja,3.0
Levity,level3,"frequency: more bookish and not used daily | concept: precise meaning used in careful writing | structure: has the suffix “-ity”, which often appears in formal vocabulary | nuance: can be confused with near‑synonyms if u",ExamNinja,3.0
Libel,level1,"frequency: very common in everyday speech — concept: easy, straightforward idea — structure: few syllables and easy to decode — nuance: meaning is rarely confused",ExamNinja,1.75
Linger,level1,"frequency: often heard and read by children; concept: easy, straightforward idea; structure: has the suffix “-er”, which often appears in formal vocabulary; nuance: usually literal and unambiguous",11PlusGuideY5-6|ExamNinja,2.0
Listlessness,level4,"frequency: low‑frequency, high‑level vocabulary | concept: highly nuanced or abstract | structure: has the suffix “-ness”, which often appears in formal vocabulary | nuance: subtle register and connotations; easy to misu",ExamNinja,3.75
Litigation,level4,"frequency: low‑frequency, high‑level vocabulary | concept: highly nuanced or abstract | structure: ends with “-tion”, a common but longer word ending | nuance: strong connotation and precise usage expected",11PlusSuccess2019-2020|ExamNinja,4.0
Litotes,level2,"frequency: fairly common in books and schoolwork | concept: mostly clear, with a slightly broader meaning | structure: longer spelling and likely more syllables | nuance: meaning shifts slightly across contexts",ExamNinja,2.25
Loathe,level1,frequency: often heard and read by children — concept: simple meaning tied to everyday situations — structure: compact spelling with no tricky affixes — nuance: used in a straightforward way,ExamNinja,2.0
Loathsome,level3,frequency: less common; often appears in formal writing; concept: abstract or specialised idea; structure: longer spelling and likely more syllables; nuance: can be confused with near‑synonyms if used loosely,ExamNinja,2.75
Lofty,level1,"frequency: very common in everyday speech; concept: easy, straightforward idea; structure: compact spelling with no tricky affixes; nuance: usually literal and unambiguous",11PlusGuideY5-6|11PlusSuccess2019-2020|ExamNinja,1.75
Loquacious,level4,"frequency: rare; mainly found in advanced or academic texts | concept: subtle meaning that depends strongly on context | structure: ends with “-ous”, a common but longer word ending | nuance: subtle register and connotat",ExamNinja,3.75
Lucid,level1,frequency: often heard and read by children; concept: clear and concrete; structure: short and simple in form; nuance: meaning is rarely confused,ExamNinja,1.75
Lucrative,level4,"frequency: low‑frequency, high‑level vocabulary — concept: subtle meaning that depends strongly on context — structure: ends with “-ive”, a common but longer word ending — nuance: meaning can be delicate and context‑depe",TrickyList2024|11PlusSuccess2019-2020|ExamNinja,3.25
Ludicrous,level3,"frequency: relatively uncommon outside reading and lessons; concept: more nuanced than a simple everyday term; structure: has the suffix “-ous”, which often appears in formal vocabulary; nuance: can be confused with near",TrickyList2024,3.0
Luminary,level4,"frequency: low‑frequency, high‑level vocabulary | concept: subtle meaning that depends strongly on context | structure: has the suffix “-ary”, which often appears in formal vocabulary | nuance: subtle register and connot",11PlusSuccess2019-2020|ExamNinja,3.25
Luminous,level3,"frequency: less common; often appears in formal writing — concept: more nuanced than a simple everyday term — structure: has the suffix “-ous”, which often appears in formal vocabulary — nuance: can be confused with near",11PlusSuccess2019-2020|ExamNinja,3.0
Lunar,level1,frequency: often heard and read by children; concept: simple meaning tied to everyday situations; structure: few syllables and easy to decode; nuance: usually literal and unambiguous,11PlusSuccess2019-2020|ExamNinja,1.75
Lurid,level1,frequency: often heard and read by children; concept: simple meaning tied to everyday situations; structure: compact spelling with no tricky affixes; nuance: usually literal and unambiguous,ExamNinja,1.75
Lustrous,level3,frequency: more bookish and not used daily | concept: abstract or specialised idea | structure: “-ous” ending makes it more multi-syllable | nuance: can be confused with near‑synonyms if used loosely,11PlusSuccess2019-2020|ExamNinja,3.0
Macabre,level1,frequency: high‑use everyday word — concept: clear and concrete — structure: longer spelling and likely more syllables — nuance: meaning is rarely confused,TrickyList2024,2.0
Machiavellian,level4,frequency: rare; mainly found in advanced or academic texts | concept: highly nuanced or abstract | structure: multi-syllable form that needs careful pronunciation | nuance: meaning can be delicate and context‑dependent,ExamNinja,3.25
Machinate,level3,frequency: more bookish and not used daily — concept: abstract or specialised idea — structure: longer spelling and likely more syllables — nuance: used for precise shades of meaning,ExamNinja,2.75
Magnanimous,level4,"frequency: low‑frequency, high‑level vocabulary; concept: subtle meaning that depends strongly on context; structure: has the suffix “-ous”, which often appears in formal vocabulary; nuance: subtle register and connotati",ExamNinja,3.5
Magnate,level1,"frequency: high‑use everyday word — concept: clear and concrete — structure: not difficult to spell, but longer than everyday words — nuance: usually literal and unambiguous",ExamNinja,2.0
Magnetic,level3,"frequency: relatively uncommon outside reading and lessons; concept: precise meaning used in careful writing; structure: has the suffix “-ic”, which often appears in formal vocabulary; nuance: often used in a particular",ExamNinja,3.0
Majestic,level3,frequency: less common; often appears in formal writing | concept: abstract or specialised idea | structure: “-ic” ending makes it more multi-syllable | nuance: often used in a particular register (formal/precise),"11PlusGuideY5-6,TrickyList2024|ExamNinja",3.0
Maladroit,level3,frequency: relatively uncommon outside reading and lessons — concept: more nuanced than a simple everyday term — structure: medium length with more to sound out — nuance: used for precise shades of meaning,ExamNinja,2.75
Malady,level2,"frequency: seen regularly, though slightly less everyday | concept: mostly clear, with a slightly broader meaning | structure: not difficult to spell, but longer than everyday words | nuance: meaning shifts slightly acro","11PlusGuideY5-6,TrickyList2024|ExamNinja",2.25
Malapropism,level4,"frequency: low‑frequency, high‑level vocabulary; concept: sophisticated idea that needs careful interpretation; structure: “-ism” ending makes it more multi-syllable; nuance: strong connotation and precise usage expected",ExamNinja,4.0
Malevolent,level4,"frequency: low‑frequency, high‑level vocabulary — concept: sophisticated idea that needs careful interpretation — structure: extended spelling, which can slow reading — nuance: strong connotation and precise usage expect",ExamNinja,3.5
Malice,level1,frequency: very common in everyday speech; concept: clear and concrete; structure: longer spelling and likely more syllables; nuance: usually literal and unambiguous,11PlusSuccess2019-2020|ExamNinja,2.0
Malicious,level3,"frequency: less common; often appears in formal writing | concept: precise meaning used in careful writing | structure: has the suffix “-ous”, which often appears in formal vocabulary | nuance: used for precise shades of",TrickyList2024|ExamNinja,3.0
Malign,level1,"frequency: high‑use everyday word | concept: easy, straightforward idea | structure: short and simple in form | nuance: usually literal and unambiguous",ExamNinja,2.0
Malignant,level3,frequency: more bookish and not used daily; concept: more nuanced than a simple everyday term; structure: longer spelling and likely more syllables; nuance: often used in a particular register (formal/precise),11PlusSuccess2019-2020|ExamNinja,3.0
Malleable,level3,"frequency: relatively uncommon outside reading and lessons | concept: precise meaning used in careful writing | structure: has the suffix “-able”, which often appears in formal vocabulary | nuance: often used in a partic",11PlusSuccess2019-2020|ExamNinja,3.0
Manageable,level4,"frequency: rare; mainly found in advanced or academic texts; concept: sophisticated idea that needs careful interpretation; structure: has the suffix “-able”, which often appears in formal vocabulary; nuance: meaning can",TrickyList2024,3.5
Mangle,level1,"frequency: very common in everyday speech — concept: easy, straightforward idea — structure: compact spelling with no tricky affixes — nuance: usually literal and unambiguous",TrickyList2024,2.0
Manifest,level3,frequency: less common; often appears in formal writing | concept: precise meaning used in careful writing | structure: medium length with more to sound out | nuance: used for precise shades of meaning,TrickyList2024,2.75
Mariner,level2,"frequency: common, but not constant in daily talk; concept: mostly clear, with a slightly broader meaning; structure: “-er” ending makes it more multi-syllable; nuance: meaning shifts slightly across contexts",11PlusGuideY5-6|ExamNinja,2.25
Marred,level2,"frequency: fairly common in books and schoolwork — concept: mostly clear, with a slightly broader meaning — structure: compact spelling with no tricky affixes — nuance: meaning shifts slightly across contexts",ExamNinja,2.0
Masculinity,level4,"frequency: low‑frequency, high‑level vocabulary | concept: sophisticated idea that needs careful interpretation | structure: has the suffix “-ity”, which often appears in formal vocabulary | nuance: subtle register and c",ExamNinja,4.0
Materialism,level4,"frequency: uncommon and quite formal — concept: sophisticated idea that needs careful interpretation — structure: ends with “-ism”, a common but longer word ending — nuance: meaning can be delicate and context‑dependent",ExamNinja,4.0
Maverick,level3,frequency: relatively uncommon outside reading and lessons; concept: precise meaning used in careful writing; structure: medium length with more to sound out; nuance: can be confused with near‑synonyms if used loosely,ExamNinja,2.75
Mayhem,level2,"frequency: common, but not constant in daily talk — concept: moderately abstract compared with basic words — structure: short and simple in form — nuance: can be used figuratively as well as literally",TrickyList2024,2.0
Meander,level2,"frequency: fairly common in books and schoolwork; concept: mostly clear, with a slightly broader meaning; structure: ends with “-er”, a common but longer word ending; nuance: can be used figuratively as well as literally",ExamNinja,2.0
Meanders,level3,frequency: more bookish and not used daily; concept: abstract or specialised idea; structure: longer spelling and likely more syllables; nuance: can be confused with near‑synonyms if used loosely,11PlusSuccess2019-2020|ExamNinja,2.75
Measly,level2,"frequency: common, but not constant in daily talk | concept: moderately abstract compared with basic words | structure: compact spelling with no tricky affixes | nuance: can be used figuratively as well as literally",ExamNinja,2.25
Meddle,level2,"frequency: common, but not constant in daily talk; concept: understandable but can vary by context; structure: few syllables and easy to decode; nuance: can be used figuratively as well as literally",TrickyList2024|11PlusSuccess2019-2020|ExamNinja,2.0
Mediate,level2,"frequency: common, but not constant in daily talk; concept: mostly clear, with a slightly broader meaning; structure: longer spelling and likely more syllables; nuance: sometimes overlaps with similar words",ExamNinja,2.0
Mediocre,level3,"frequency: relatively uncommon outside reading and lessons; concept: abstract or specialised idea; structure: not difficult to spell, but longer than everyday words; nuance: often used in a particular register (formal/pr",11PlusSuccess2019-2020|ExamNinja,2.75
Mediocrity,level4,frequency: uncommon and quite formal | concept: subtle meaning that depends strongly on context | structure: “-ity” ending makes it more multi-syllable | nuance: subtle register and connotations; easy to misuse,ExamNinja,4.0
Meditative,level4,"frequency: low‑frequency, high‑level vocabulary; concept: highly nuanced or abstract; structure: ends with “-ive”, a common but longer word ending; nuance: strong connotation and precise usage expected",ExamNinja,3.75
Medley,level2,"frequency: seen regularly, though slightly less everyday; concept: understandable but can vary by context; structure: short and simple in form; nuance: meaning shifts slightly across contexts",ExamNinja,2.0
Melancholic,level4,"frequency: low‑frequency, high‑level vocabulary | concept: sophisticated idea that needs careful interpretation | structure: “-ic” ending makes it more multi-syllable | nuance: meaning can be delicate and context‑depende",11PlusSuccess2019-2020|ExamNinja,3.5
Melancholy,level4,frequency: rare; mainly found in advanced or academic texts; concept: subtle meaning that depends strongly on context; structure: long and multi-syllable; nuance: subtle register and connotations; easy to misuse,TrickyList2024|ExamNinja,3.25
Melee,level1,"frequency: often heard and read by children | concept: easy, straightforward idea | structure: compact spelling with no tricky affixes | nuance: used in a straightforward way",ExamNinja,1.75
Mellow,level2,"frequency: seen regularly, though slightly less everyday — concept: moderately abstract compared with basic words — structure: compact spelling with no tricky affixes — nuance: can be used figuratively as well as literal",TrickyList2024,2.0
Melodious,level3,"frequency: more bookish and not used daily; concept: precise meaning used in careful writing; structure: ends with “-ous”, a common but longer word ending; nuance: used for precise shades of meaning",11PlusSuccess2019-2020|ExamNinja,3.0
Menacing,level3,frequency: less common; often appears in formal writing — concept: more nuanced than a simple everyday term — structure: medium length with more to sound out — nuance: can be confused with near‑synonyms if used loosely,ExamNinja,2.75
Mercenary,level4,"frequency: uncommon and quite formal — concept: highly nuanced or abstract — structure: has the suffix “-ary”, which often appears in formal vocabulary — nuance: meaning can be delicate and context‑dependent",ExamNinja,3.25
Merciless,level3,"frequency: relatively uncommon outside reading and lessons — concept: more nuanced than a simple everyday term — structure: has the suffix “-less”, which often appears in formal vocabulary — nuance: often used in a parti",ExamNinja,2.75
Mercurial,level3,"frequency: less common; often appears in formal writing | concept: more nuanced than a simple everyday term | structure: ends with “-ial”, a common but longer word ending | nuance: used for precise shades of meaning",ExamNinja,3.0
Merry,level1,frequency: high‑use everyday word — concept: simple meaning tied to everyday situations — structure: few syllables and easy to decode — nuance: meaning is rarely confused,ExamNinja,1.75
Mesmerise,level3,frequency: less common; often appears in formal writing | concept: precise meaning used in careful writing | structure: “-ise” ending makes it more multi-syllable | nuance: can be confused with near‑synonyms if used loos,TrickyList2024,2.75
Metaphor,level3,"frequency: relatively uncommon outside reading and lessons — concept: precise meaning used in careful writing — structure: has the suffix “-or”, which often appears in formal vocabulary — nuance: often used in a particul",ExamNinja,2.75
Methodical,level4,"frequency: uncommon and quite formal | concept: sophisticated idea that needs careful interpretation | structure: ends with “-al”, a common but longer word ending | nuance: strong connotation and precise usage expected",ExamNinja,3.5
Meticulous,level4,"frequency: low‑frequency, high‑level vocabulary | concept: subtle meaning that depends strongly on context | structure: has the suffix “-ous”, which often appears in formal vocabulary | nuance: subtle register and connot","11PlusGuideY5-6,TrickyList2024|11PlusSuccess2019-2020|ExamNinja",3.5
Metonymy,level3,frequency: relatively uncommon outside reading and lessons — concept: abstract or specialised idea — structure: longer spelling and likely more syllables — nuance: often used in a particular register (formal/precise),ExamNinja,3.0
Mimic,level2,"frequency: common, but not constant in daily talk | concept: understandable but can vary by context | structure: “-ic” ending makes it more multi-syllable | nuance: meaning shifts slightly across contexts",TrickyList2024,2.0
Miniscule,level3,frequency: more bookish and not used daily; concept: abstract or specialised idea; structure: longer spelling and likely more syllables; nuance: used for precise shades of meaning,TrickyList2024,2.75
Misanthrope,level4,"frequency: low‑frequency, high‑level vocabulary; concept: subtle meaning that depends strongly on context; structure: prefixed with “mis-”, making the form less straightforward; nuance: subtle register and connotations;",ExamNinja,3.25
Miscellaneous,level4,"frequency: low‑frequency, high‑level vocabulary | concept: sophisticated idea that needs careful interpretation | structure: built with “mis-” and “-ous”, so it is longer and more complex | nuance: subtle register and co",TrickyList2024,3.5
Mischievous,level4,"frequency: rare; mainly found in advanced or academic texts — concept: sophisticated idea that needs careful interpretation — structure: built with “mis-” and “-ous”, so it is longer and more complex — nuance: meaning ca",TrickyList2024,3.5
Miserly,level2,"frequency: seen regularly, though slightly less everyday | concept: mostly clear, with a slightly broader meaning | structure: includes the prefix “mis-”, changing the base meaning | nuance: can be used figuratively as w",ExamNinja,2.5
Misogynist,level4,"frequency: low‑frequency, high‑level vocabulary | concept: highly nuanced or abstract | structure: has a prefix (“mis-”) and a suffix (“-ist”), making it multi-part | nuance: subtle register and connotations; easy to mis",ExamNinja,3.25
Misspent,level4,"frequency: low‑frequency, high‑level vocabulary; concept: sophisticated idea that needs careful interpretation; structure: prefixed with “mis-”, making the form less straightforward; nuance: subtle register and connotati",ExamNinja,3.25
Mitigate,level3,"frequency: relatively uncommon outside reading and lessons; concept: more nuanced than a simple everyday term; structure: not difficult to spell, but longer than everyday words; nuance: can be confused with near‑synonyms",ExamNinja,2.75
Mitigating,level4,frequency: uncommon and quite formal; concept: sophisticated idea that needs careful interpretation; structure: multi-syllable form that needs careful pronunciation; nuance: strong connotation and precise usage expected,11PlusSuccess2019-2020|ExamNinja,3.25
Mnemonic,level3,"frequency: relatively uncommon outside reading and lessons — concept: abstract or specialised idea — structure: ends with “-ic”, a common but longer word ending — nuance: often used in a particular register (formal/preci",ExamNinja,3.0
Modus,level1,frequency: high‑use everyday word — concept: clear and concrete — structure: compact spelling with no tricky affixes — nuance: used in a straightforward way,ExamNinja,1.75
Mogul,level1,"frequency: often heard and read by children | concept: easy, straightforward idea | structure: compact spelling with no tricky affixes | nuance: usually literal and unambiguous",ExamNinja,1.75
Mollify,level2,"frequency: common, but not constant in daily talk; concept: moderately abstract compared with basic words; structure: ends with “-ify”, a common but longer word ending; nuance: sometimes overlaps with similar words",ExamNinja,2.5
Momentous,level3,frequency: relatively uncommon outside reading and lessons | concept: abstract or specialised idea | structure: “-ous” ending makes it more multi-syllable | nuance: can be confused with near‑synonyms if used loosely,TrickyList2024|ExamNinja,3.0
Monochrome,level4,frequency: uncommon and quite formal — concept: highly nuanced or abstract — structure: long and multi-syllable — nuance: meaning can be delicate and context‑dependent,11PlusSuccess2019-2020|ExamNinja,3.25
Monotonous,level4,"frequency: uncommon and quite formal | concept: highly nuanced or abstract | structure: ends with “-ous”, a common but longer word ending | nuance: subtle register and connotations; easy to misuse",TrickyList2024|11PlusSuccess2019-2020|ExamNinja,3.5
Monotony,level3,frequency: more bookish and not used daily — concept: abstract or specialised idea — structure: longer spelling and likely more syllables — nuance: used for precise shades of meaning,ExamNinja,3.0
Morbid,level2,"frequency: seen regularly, though slightly less everyday — concept: understandable but can vary by context — structure: compact spelling with no tricky affixes — nuance: meaning shifts slightly across contexts",ExamNinja,2.0
Morose,level2,"frequency: seen regularly, though slightly less everyday; concept: understandable but can vary by context; structure: medium length with more to sound out; nuance: meaning shifts slightly across contexts",ExamNinja,2.0
Mournful,level3,frequency: relatively uncommon outside reading and lessons; concept: precise meaning used in careful writing; structure: “-ful” ending makes it more multi-syllable; nuance: can be confused with near‑synonyms if used loos,ExamNinja,2.75
Mundane,level2,"frequency: common, but not constant in daily talk | concept: moderately abstract compared with basic words | structure: not difficult to spell, but longer than everyday words | nuance: sometimes overlaps with similar wor",ExamNinja,2.0
Munificence,level4,frequency: uncommon and quite formal — concept: highly nuanced or abstract — structure: “-ence” ending makes it more multi-syllable — nuance: subtle register and connotations; easy to misuse,11PlusSuccess2019-2020|ExamNinja,4.0
Muted,level1,frequency: often heard and read by children — concept: clear and concrete — structure: short and simple in form — nuance: meaning is rarely confused,11PlusSuccess2019-2020|ExamNinja,1.75
Mutual,level2,"frequency: seen regularly, though slightly less everyday — concept: understandable but can vary by context — structure: “-al” ending makes it more multi-syllable — nuance: meaning shifts slightly across contexts",TrickyList2024,2.0
Naive,level1,frequency: very common in everyday speech; concept: simple meaning tied to everyday situations; structure: few syllables and easy to decode; nuance: used in a straightforward way,TrickyList2024,1.75
Naivete,level2,frequency: fairly common in books and schoolwork | concept: moderately abstract compared with basic words | structure: longer spelling and likely more syllables | nuance: meaning shifts slightly across contexts,ExamNinja,2.0
Narrative,level4,frequency: rare; mainly found in advanced or academic texts — concept: highly nuanced or abstract — structure: “-ive” ending makes it more multi-syllable — nuance: meaning can be delicate and context‑dependent,ExamNinja,3.25
Nauseam,level2,"frequency: fairly common in books and schoolwork | concept: mostly clear, with a slightly broader meaning | structure: not difficult to spell, but longer than everyday words | nuance: can be used figuratively as well as",ExamNinja,2.0
Nauseating,level4,"frequency: uncommon and quite formal | concept: subtle meaning that depends strongly on context | structure: extended spelling, which can slow reading | nuance: strong connotation and precise usage expected",ExamNinja,3.25
Nauseous,level3,frequency: more bookish and not used daily; concept: more nuanced than a simple everyday term; structure: “-ous” ending makes it more multi-syllable; nuance: often used in a particular register (formal/precise),"11PlusGuideY5-6,TrickyList2024|11PlusSuccess2019-2020|ExamNinja",3.0
Nefarious,level3,frequency: less common; often appears in formal writing; concept: more nuanced than a simple everyday term; structure: “-ous” ending makes it more multi-syllable; nuance: can be confused with near‑synonyms if used loosel,ExamNinja,3.0
Negate,level2,"frequency: seen regularly, though slightly less everyday — concept: understandable but can vary by context — structure: not difficult to spell, but longer than everyday words — nuance: sometimes overlaps with similar wor",ExamNinja,2.0
Negotiate,level3,"frequency: relatively uncommon outside reading and lessons; concept: more nuanced than a simple everyday term; structure: not difficult to spell, but longer than everyday words; nuance: often used in a particular registe",TrickyList2024,2.75
Nemesis,level2,frequency: fairly common in books and schoolwork | concept: understandable but can vary by context | structure: longer spelling and likely more syllables | nuance: meaning shifts slightly across contexts,ExamNinja,2.25
Nobility,level4,"frequency: rare; mainly found in advanced or academic texts — concept: highly nuanced or abstract — structure: has the suffix “-ity”, which often appears in formal vocabulary — nuance: strong connotation and precise usag",11PlusSuccess2019-2020|ExamNinja,3.5
Nominal,level2,"frequency: common, but not constant in daily talk; concept: moderately abstract compared with basic words; structure: has the suffix “-al”, which often appears in formal vocabulary; nuance: can be used figuratively as we",11PlusSuccess2019-2020|ExamNinja,2.25
Nonchalant,level4,"frequency: rare; mainly found in advanced or academic texts; concept: subtle meaning that depends strongly on context; structure: uses “non-” at the start, so pupils must unpack the prefix; nuance: meaning can be delicat",TrickyList2024|ExamNinja,3.5
Nonentity,level4,"frequency: rare; mainly found in advanced or academic texts; concept: subtle meaning that depends strongly on context; structure: has a prefix (“non-”) and a suffix (“-ity”), making it multi-part; nuance: meaning can be",ExamNinja,3.5
Nonplussed,level4,"frequency: uncommon and quite formal — concept: sophisticated idea that needs careful interpretation — structure: uses “non-” at the start, so pupils must unpack the prefix — nuance: meaning can be delicate and context‑d",TrickyList2024,3.25
Nostalgia,level3,"frequency: less common; often appears in formal writing — concept: precise meaning used in careful writing — structure: not difficult to spell, but longer than everyday words — nuance: often used in a particular register",ExamNinja,2.75
Noteworthy,level4,frequency: uncommon and quite formal; concept: sophisticated idea that needs careful interpretation; structure: multi-syllable form that needs careful pronunciation; nuance: meaning can be delicate and context‑dependent,ExamNinja,3.25
Notoriety,level3,"frequency: relatively uncommon outside reading and lessons — concept: abstract or specialised idea — structure: not difficult to spell, but longer than everyday words — nuance: often used in a particular register (formal",ExamNinja,3.0
Nouveau-riche,level4,frequency: uncommon and quite formal; concept: sophisticated idea that needs careful interpretation; structure: long and multi-syllable; nuance: subtle register and connotations; easy to misuse,ExamNinja,3.25
Novelty,level2,"frequency: common, but not constant in daily talk; concept: understandable but can vary by context; structure: not difficult to spell, but longer than everyday words; nuance: sometimes overlaps with similar words",ExamNinja,2.25
Novice,level2,"frequency: common, but not constant in daily talk — concept: mostly clear, with a slightly broader meaning — structure: not difficult to spell, but longer than everyday words — nuance: sometimes overlaps with similar wor",11PlusSuccess2019-2020|ExamNinja,2.0
Nuance,level2,"frequency: seen regularly, though slightly less everyday; concept: moderately abstract compared with basic words; structure: few syllables and easy to decode; nuance: can be used figuratively as well as literally",11PlusSuccess2019-2020|ExamNinja,2.0
Nullify,level2,"frequency: seen regularly, though slightly less everyday — concept: understandable but can vary by context — structure: ends with “-ify”, a common but longer word ending — nuance: meaning shifts slightly across contexts",ExamNinja,2.5
